Company_Name, Price ,Year,year1,Equity Share Capital,Total Share Capital,Revaluation Reserve,Reserves and Surplus,Total Reserves and Surplus,Total ShareHolders Funds,Deposits,Borrowings,Other Liabilities and Provisions,Total Capital and Liabilities,Cash and Balances with Reserve Bank of India,Balances with Banks Money at Call and Short Notice,Investments,Advances,Fixed Assets,Other Assets,Total Assets,Number of Branches,Number of Employees,Capital Adequacy Ratios (%),Tier 1 (%),Tier 2 (%),Gross NPA,Gross NPA (%),Net NPA,Net NPA (%),Net NPA To Advances (%),Bills for Collection,Contingent Liabilities,Interest  Discount on Advances  Bills,Income from Investments,Interest on Balance with RBI and Other Inter-Bank funds,Others,Total Interest Earned,Other Income,Total Income,Interest Expended,Payments to and Provisions for Employees,Depreciation,Operating Expenses (excludes Employee Cost & Depreciation),Total Operating Expenses,Provision Towards Income Tax,Other Provisions and Contingencies,Total Provisions and Contingencies,Total Expenditure,Net Profit  Loss for The Year,Net Profit  Loss After EI & Prior Year Items,Total Profit  Loss available for Appropriations,Transfer To  From Statutory Reserve,Transfer To  From Capital Reserve,Transfer To  From Revenue And Other Reserves,Equity Share Dividend,Tax On Dividend,Balance Carried Over To Balance Sheet,Total Appropriations,Basic EPS (Rs.),Diluted EPS (Rs.)
Balance Sheet of Canara Bank,280.5,18-Mar,2018,733.24,733.24,6524.73,28346.86,34871.59,35604.84,524771.86,38808.51,17700.9,616886.1,22100.04,27812.29,144053.67,381702.99,8318.64,32898.47,616886.1,5849,58855,11,10,3,47468.47,12,28542.4,7,7,26782.08,293728.89,29096.44,10412.1,646.99,1096.56,41252.09,6942.85,48194.94,29088.76,5444.11,445.05,3668.78,9557.94,2338.62,11431.86,13770.48,52417.18,-4222.24,-4222.24,-6971.14,0,0,0,0,0,-7035.06,-6971.14,-70.47,-70.47
Balance Sheet of Canara Bank,363.6,17-Mar,2017,597.29,597.29,5373.15,27715.1,33088.25,33685.54,495275.24,39503.56,15055.1,583519.44,19922.5,38902.96,150265.89,342008.76,7168.32,25251.02,583519.44,6083,55717,13,10,3,34202.04,10,21648.98,6,6,27176.31,432470.42,29585.67,10711.29,768.2,322.49,41387.64,7554.4,48942.04,31515.87,4915.09,327.54,3269.65,8512.28,520,7271.97,7791.97,47820.12,1121.92,1121.92,1121.92,281,777,0,0,0,63.92,1121.92,20.63,20.63
Balance Sheet of Canara Bank,440.5,16-Mar,2016,542.99,542.99,5444.66,25615.55,31060.21,31603.2,479791.56,26873.32,14692.7,552960.78,20664.05,36069.61,142309.3,324714.82,7198.1,22004.89,552960.78,5849,54008,11,9,2,31637.83,9,20832.91,6,6,26563,287945.55,31377.25,11407.79,879.5,357.6,44022.14,4875.23,48897.36,34258.77,4445.88,169.96,2876.09,7491.93,-372.95,10332.43,9959.48,51710.19,-2812.82,-2812.82,-2812.82,0,0,0,0,0,-2812.82,-2812.82,-53.61,-53.61
Balance Sheet of Canara Bank,280.5,15-Mar,2015,475.2,475.2,5405.85,25978.18,31384.04,31859.23,473840.1,25671.57,16629.66,548000.56,21971.95,26669.14,145346.18,330035.51,6949.45,17028.32,548000.56,5682,53984,11,8,3,13039.96,4,8740.09,3,3,40481.83,256776.86,32066.12,10923.75,759.79,0.38,43750.04,4550.25,48300.29,34086.37,4274.26,427.06,2562.23,7263.55,795,3452.74,4247.74,45597.67,2702.62,2702.62,2702.62,680,122.4,387.7,540.97,110.76,0,2702.62,58.59,58.59
Balance Sheet of Canara Bank,280.5,14-Mar,2014,461.26,461.26,5498.25,23660.6,29158.85,29620.11,420722.82,27230.64,14348.29,491921.85,22153.78,22674.93,126828.26,301067.48,6641.56,12555.85,491921.85,4755,48794,11,8,3,7570.21,2,5965.46,2,2,36082.62,203237.75,28457.33,10251.08,730.82,108.39,39547.61,3932.76,43480.37,30603.17,3672.38,228.47,2180.16,6081.01,625,3733,4358,41042.17,2438.19,2438.19,2438.19,650,87.5,1107.08,507.38,86.23,0,2438.19,54.48,54.48
Balance Sheet of State Bank of India,305.5,18-Mar,2018,892.46,892.46,24847.99,193388.12,218236.1,219128.56,2706343.29,362142.07,167138.08,3454752,150397.18,41501.46,1060986.72,1934880.19,39992.25,226994.2,3454752,22414,264041,13,10,2,223427.46,11,110854.7,6,6,74027.9,1162020.69,141363.17,70337.62,2250,6548.53,220499.32,44600.69,265100,145645.6,33178.68,2919.47,23845.3,59943.45,673.54,75039.2,66058.41,271647.46,-6547.45,-6547.45,-12954.83,0,3288.88,-1165.14,0,0,-15078.57,-12954.83,-7.67,-7.67
Balance Sheet of State Bank of India,305.5,17-Mar,2017,892.46,892.46,24847.99,193388.12,218236.1,219128.56,2706343.29,362142.07,167138.08,3454752,150397.18,41501.46,1060986.72,1934880.19,39992.25,226994.2,3454752,22414,264041,13,10,2,223427.46,11,110854.7,6,6,74027.9,1162020.69,141363.17,70337.62,2250,6548.53,220499.32,44600.69,265100,145645.6,33178.68,2919.47,23845.3,59943.45,673.54,75039.2,66058.41,271647.46,-6547.45,-6547.45,-12954.83,0,3288.88,-1165.14,0,0,-15078.57,-12954.83,-7.67,-7.67
Balance Sheet of State Bank of India,303.3,16-Mar,2016,797.35,797.35,31585.65,155903.06,187488.71,188286.06,2044751.39,317693.66,155235.19,2705966.3,127997.62,43974.03,765989.63,1571078.38,42918.92,154007.72,2705966.3,17170,209567,13,10,3,112342.99,7,58277.38,4,4,65640.42,1046440.93,119510,48205.31,1753.47,6049.46,175518.24,35460.93,210979.17,113658.5,26489.28,2293.31,17690.18,46472.77,4033.29,35992.72,40363.79,200495.07,10484.1,10484.1,10484.42,3145.23,1493.39,3430.55,2108.56,306.38,0.32,10484.42,13.43,13.43
Balance Sheet of State Bank of India,305.5,15-Mar,2015,797.35,797.35,31585.65,155903.06,187488.71,188286.06,2044751.39,317693.66,155235.19,2705966.3,127997.62,43974.03,765989.63,1571078.38,42918.92,154007.72,2705966.3,17170,209567,13,10,3,112342.99,7,58277.38,4,4,65640.42,1046440.93,119510,48205.31,1753.47,6049.46,175518.24,35460.93,210979.17,113658.5,26489.28,2293.31,17690.18,46472.77,4165.83,35992.72,40363.79,200495.07,10484.1,10484.1,10484.42,3145.23,1493.39,3430.55,2108.56,306.38,0.32,10484.42,13.43,13.43
Balance Sheet of State Bank of India,305.5,14-Mar,2014,776.28,776.28,0,143498.16,143498.16,144274.44,1730722.44,323344.59,159276.08,2357617.54,129629.33,37838.33,575651.78,1463700.42,10389.28,140408.41,2357617.54,16784,207739,13,10,3,98172.8,7,55807.02,4,4,199140.17,971956.01,115666.01,42303.98,621.07,5407.24,163998.3,27845.37,191843.67,106803.49,25113.82,1700.3,14968.24,41782.37,4003.27,29483.75,33307.15,181893.01,9950.65,9950.65,9950.98,2985.2,345.27,4267.35,2018.32,334.51,0.32,9950.98,12.98,12.98
Balance Sheet of Bank Of Baroda,122.95,18-Mar,2018,530.36,530.36,0,42864.41,42864.41,43394.77,591314.82,62571.97,22718.21,719999.77,22699.64,70197.74,163184.53,427431.83,5367.39,31118.64,719999.77,5467,55000,12,10,2,56480,12,23483,5,5,45779.69,298226.66,29069.82,10420.16,2414.79,1743.77,43648.54,6657.15,50305.69,28126.77,4606.87,863.08,4703.42,10173.37,1664.24,14796.3,14437.37,52737.51,-2431.81,-2431.81,-2431.81,0,0,-2431.81,0,0,0,-2431.81,-10.53,-10.53
Balance Sheet of Bank Of Baroda,164.2,17-Mar,2017,462.09,462.09,0,39841.16,39841.16,40303.25,601675.17,30611.44,22285.56,694875.42,22780.21,127689.7,129630.54,383259.22,5758.37,25757.37,694875.42,5481,52420,13,11,2,42719,10,18080,5,5,37599.42,252518.96,27523.93,10596.33,1990.86,2088.81,42199.93,6758.06,48957.99,28686.52,4637.77,511.35,4147.28,9296.4,1089.56,8502.37,9591.93,47574.85,1383.14,1383.14,1383.14,345.78,353.65,0,332.79,0,0,1383.14,6,6
Balance Sheet of Bank Of Baroda,1059.15,16-Mar,2016,462.09,462.09,0,39736.89,39736.89,40198.99,574037.87,33471.7,23667.92,671376.48,21672.42,112227.93,120450.52,383770.18,6253.78,27001.65,671376.48,5436,52021,13,11,2,40521.04,10,19046.46,5,5,32343.74,228977.16,29796.23,10673.22,1305.92,2285.9,44061.28,4998.86,49060.14,31321.43,4978.03,501.33,3443.78,8923.14,1769.84,15513.65,14211.11,54455.68,-5395.54,-5395.54,-5395.54,0,0,0,0,0,0,-5395.54,-23.89,-23.89
Balance Sheet of Bank Of Baroda,122.95,15-Mar,2015,443.56,443.56,0,39391.79,39391.79,39835.35,617559.52,35264.28,22329.4,714988.55,22488.6,125864.55,122319.72,428065.14,2874.85,13375.69,714988.55,5294,49378,13,10,3,16261.44,4,8069.49,2,2,57615.61,226377.17,30802.68,9701.07,1549.79,910.01,42963.56,4402,47365.55,29776.32,4261.35,340.39,3072.39,7674.13,2022.17,4494.5,6516.67,43967.12,3398.44,3398.44,3398.44,849.61,108.21,0,727.97,123.71,0,3398.44,16,16
Balance Sheet of Bank Of Baroda,122.95,14-Mar,2014,430.68,430.68,0,35555,35555,35985.68,568894.39,36812.97,17811.5,659504.53,18629.09,112248.82,116112.66,397005.81,2734.12,12774.03,659504.53,4934,46001,12,9,3,11875.9,3,6034.76,2,2,51834.11,239943.58,27878.09,8695.99,1533.86,831.76,38939.71,4462.74,43402.45,26974.36,4139.72,345.03,2652.32,7137.07,956.23,3793.71,4749.94,38861.37,4541.08,4541.08,4541.08,1135.27,8.69,0,923.24,160.43,0,4541.08,107,107
Balance Sheet of IDBI Bank,64.65,18-Mar,2018,3083.86,3083.86,5053.88,13071.98,18125.87,21209.73,247931.61,63185.53,17986.77,350313.64,13163.69,20522.4,91606.06,171739.95,6770.98,46510.56,350313.64,1916,17475,10,8,3,55588.25,28,28665.14,17,17,9300.58,198016.17,15693.55,5899.23,232.84,1200.91,23026.53,7008.88,30035.41,17386.21,1781.08,372.73,2590.88,4744.69,0,20497.05,16142.44,38273.33,-8237.92,-8237.92,-16730.31,-544.6,978.3,0,0,0,-17164.01,-16730.31,-34.45,-34.45
Balance Sheet of IDBI Bank,63.15,17-Mar,2017,2058.82,2058.82,5417.75,15087.09,20504.83,22563.65,268538.1,56363.98,14302.18,361767.9,13346.92,19337.16,92934.41,190825.93,7348.78,37974.7,361767.9,1896,18187,11,8,3,44752.59,21,25205.8,13,13,15948.82,185982.32,19310.33,6574.71,456.85,1449.48,27791.37,3967.6,31758.97,22039.71,2203.59,358.94,2578.28,5140.81,203.93,13196.47,9736.59,36917.11,-5158.14,-5158.14,-7985.42,0,506.97,0,0,0,-8492.39,-7985.42,-25.05,-25.05
Balance Sheet of IDBI Bank,72.35,16-Mar,2016,2058.82,2058.82,5607.83,20055.15,25662.97,27721.79,265719.83,69573.94,11356.57,374372.13,13822.91,2757.63,98999.43,215893.45,7447.32,35451.39,374372.13,1846,17570,12,9,3,24875.07,11,14643.39,7,7,41008.74,171848.18,20772.25,5941.08,47.07,1282.7,28043.1,3410.36,31453.46,21953.81,1674.05,214.18,2241.36,4129.58,4.25,10340.82,9034.87,35118.26,-3664.8,-3664.8,-2752.61,0,74.66,0,0,0,-2827.28,-2752.61,-21.77,-21.77
Balance Sheet of IDBI Bank,64.65,15-Mar,2015,1603.96,1603.96,1662.85,21050.11,22712.96,24317.1,259835.97,61832.98,10044.51,356030.57,13035.77,1489.99,120963.21,208376.87,3060.5,9104.24,356030.57,1717,16555,12,8,4,12684.97,6,5992.52,3,3,43283,202790.23,20829.77,7209.8,69.35,45.07,28153.99,4007.63,32161.62,22406.1,1926.36,136.95,1964.11,4027.42,1045.6,4440.77,4854.72,31288.24,873.39,873.39,1770.16,218.35,229.07,0.01,120.3,25.25,912.19,1770.16,5.45,5.45
Balance Sheet of IDBI Bank,64.65,14-Mar,2014,1603.94,1603.94,1712.84,20322.08,22034.92,23639.3,235773.63,60146.29,9437.4,328996.63,12711.11,4106.8,103773.5,197686,2983.21,7736.01,328996.63,1388,16438,12,8,4,9960.16,5,4902.3,2,2,35650.95,160889.72,20257.32,6074.72,103.34,162.13,26597.51,2978.75,29576.27,20576.04,1491.61,113.17,1714.06,3318.84,1169.45,3940.26,4559.99,28454.87,1121.4,1121.4,2025.26,281,9.32,0.01,160.4,27.77,896.77,2025.26,8,8
Balance Sheet of Punjab National Bank,80.7,18-Mar,2018,552.11,552.11,0,40522.19,40522.19,41074.3,642226.19,60850.75,21678.86,765830.1,28789.03,66672.97,200305.98,433734.72,6349.33,29978.07,765830.1,0,0,9,0,0,86620.05,18,48684.29,11,-2,0,0,31833.08,13946.98,2001.42,214.28,47995.76,8880.87,56876.63,33073.36,9168.8,0,4340.27,13509.07,-7292.26,29869.28,22577.02,69159.45,-12282.82,-12282.82,0,0,0,0,0,0,0,0,-55.39,-55.39
Balance Sheet of Punjab National Bank,174.8,17-Mar,2017,552.11,552.11,3683.82,36838.37,40522.19,41074.31,642226.19,60850.75,21678.86,765830.1,28789.03,66672.97,200305.98,433734.72,6349.33,29978.07,765830.1,6983,74897,9,7,2,86620.05,18,48684.29,11,11,27858.61,304127.7,31833.08,13946.98,2001.42,214.28,47995.77,8880.87,56876.64,33073.36,9168.8,576.17,3764.11,13509.07,-7292.26,29869.28,22577.02,69159.46,-12282.82,-12282.82,-12282.82,0,1024.93,-13307.75,0,0,0,-12282.82,-55.39,-55.39
Balance Sheet of Punjab National Bank,206.6,16-Mar,2016,425.59,425.59,3750.53,37670.86,41421.39,41846.98,621704.02,40763.34,16016.21,720330.55,25210,63121.65,186725.44,419493.15,6273.25,19507.06,720330.55,6938,73919,12,9,3,55370.45,13,32702.1,8,8,25779.13,332831.33,32958.82,12577.17,1354.2,385.8,47275.99,8951.37,56227.36,32282.82,5420.72,425.04,3533.63,9379.38,686.74,12553.62,13240.36,54902.56,1324.8,1324.8,1324.8,331.2,513.7,209.9,0,0,0,1324.8,6.45,6.45
Balance Sheet of Punjab National Bank,80.7,15-Mar,2015,392.72,392.72,2844.78,35072.64,37917.42,38310.14,553051.13,59755.24,16273.94,667390.46,26479.07,47144.02,157845.89,412325.8,5222.73,18372.94,667390.46,6760,70801,11,8,3,55818.33,13,35422.56,9,9,55173.05,303844.06,34445.54,12033.65,730.5,214.66,47424.35,6877.02,54301.37,32112.57,6425.95,395.73,3150.78,9972.45,-1763.49,17954.23,16190.74,58275.77,-3974.4,-3974.4,-3974.4,0,111.73,-4080.33,0,0,0,-3974.4,-20.82,-20.82
Balance Sheet of Punjab National Bank,80.7,14-Mar,2014,370.91,370.91,1387.55,37321.06,38708.61,39079.52,501378.64,45670.55,17204.89,603333.6,24224.94,31709.23,151282.36,380534.4,3551.48,12031.19,603333.6,6560,68290,13,10,3,25694.86,7,15396.5,4,4,61002.82,232583.18,34794.38,10599.99,632.25,288.74,46315.36,5890.73,52206.09,29759.79,7336.91,370.23,2784.41,10491.55,1825.67,7997.5,8893.17,49144.51,3061.58,3061.58,3061.58,765.4,0,1561.48,627.98,106.72,0,3061.58,16.91,16.91
Balance Sheet of Bank Of India,105.45,18-Mar,2018,1743.72,1743.72,5549.16,28247.76,33796.93,35540.65,520854.38,43588.78,9591.03,609574.83,31347.84,64534.66,137111.11,341380.19,8265.29,26935.73,609574.83,5127,48680,13,10,3,62328.46,17,28207.27,8,8,32102.67,342653.99,25295.3,9153.55,2731.7,890.86,38071.41,5733.76,43805.17,27565.07,4903.27,519.98,3677.92,9101.17,1170.02,8252.8,13182.63,49848.87,-6043.71,-6043.71,-14600.55,0,361.76,0,0,0,-14962.31,-14600.55,-52.55,-52.55
Balance Sheet of Bank Of India,170.2,17-Mar,2017,1055.43,1055.43,0,29709.72,29709.72,30765.16,540032.01,39405.67,14384.52,626309.27,27347.66,68540.29,127826.86,366481.67,8461.86,27650.93,626309.27,5016,47750,12,9,3,52044.52,13,25305.03,7,7,31621.87,359779.43,27187.86,9059.92,2012.21,1030.86,39290.85,6772.33,46063.18,27464.74,5396.62,-12.47,3481.65,8865.8,1813.7,12105.18,11290.97,47621.5,-1558.31,-1558.31,-7807,0,749.85,0,0,0,-8556.84,-7807,-15.72,-15.72
Balance Sheet of Bank Of India,293.83,16-Mar,2016,817.29,817.29,0,30196.28,30196.28,31013.57,513004.52,51083.14,13509.05,609913.93,33961.61,65179.68,118848.92,359188.95,8480.31,24254.46,609913.93,5077,0,12,9,3,49879.13,13,27996.4,8,8,375997.27,331621.38,30370.9,8952.13,2120.94,352.49,41796.46,3652.55,45449.01,30071.84,5357.24,286.26,3698.05,9341.55,1471.1,13826.38,12124.83,51538.22,-6089.21,-6089.21,-6089.21,0,159.47,0,0,0,-6248.68,-6089.21,-83.01,-83.01
Balance Sheet of Bank Of India,105.45,15-Mar,2015,665.65,665.65,0,30781.09,30781.09,31446.74,531906.63,40057.14,15287.25,618697.76,27170.03,49233.66,119792.04,402025.54,5885.53,14590.96,618697.76,4892,45300,11,8,3,22193.24,5,13517.57,3,3,65422.65,135491.2,31678.16,9399.91,2143.25,208.59,43429.91,4232.7,47662.61,32086.24,4985.82,285.42,2817.36,8088.6,70.77,5692.72,5778.85,45953.69,1708.92,1708.92,1708.92,430,0,879.2,332.1,67.62,0,1708.92,26.57,26.57
Balance Sheet of Bank Of India,105.45,14-Mar,2014,643,643,0,29280.08,29280.08,29923.08,476974.05,48427.51,17865.56,573190.2,19073.44,42308.85,114152.44,370733.54,5786.06,21135.87,573190.2,4650,18533,10,7,3,11868.6,3,7417.22,2,2,52079,221873.28,27119.28,8404.96,2003.37,382.49,37910.1,4291.84,42201.94,27079.57,3991.15,227.87,2480.45,6699.47,-27.71,4877.85,5693.63,39472.67,2729.27,2729.27,2729.27,700,0,1653.74,321.5,54.03,0,2729.27,44.74,44.74
Balance Sheet of Indian Bank,253.45,18-Mar,2018,480.29,480.29,2621.44,15346.69,17968.13,18448.42,208294.22,19760.17,6213.01,252715.82,10501.6,2426.19,71397.77,156568.93,3418.35,8402.99,252715.82,2820,20065,13,11,1,11990.13,7,0,4,4,4607.55,33703.86,11857.14,5113.15,121.65,21.71,17113.65,2405.84,19519.48,10850.09,2100.25,236.4,1331.75,3668.4,-182.57,3924.57,3742,18260.49,1258.99,1258.99,1356.1,314.75,35.2,870,0,0,98.15,1356.1,26.21,26.21
Balance Sheet of Indian Bank,378.95,17-Mar,2017,480.29,480.29,2700.42,13981.3,16681.72,17162.01,182509.28,12636.89,5924.97,218233.15,5588.7,4453.02,67551.79,127699.28,3442.6,9497.75,218233.15,2682,20924,14,12,1,9865.14,7,56096.57,4,4,3230.56,29362.3,11461.32,4423.95,125.59,28.88,16039.75,2211.37,18251.12,10893.69,1991.49,165.71,1199.53,3356.72,0,2595.03,2595.03,16845.44,1405.68,1405.68,1502.04,351.5,42.59,615,288.18,58.67,97.11,1502.04,29.27,29.27
Balance Sheet of Indian Bank,209.35,16-Mar,2016,480.29,480.29,2781.43,12998.06,15779.49,16259.78,178285.84,3509.32,5655.45,203710.38,9174.45,2824.84,53089.31,129049.08,3511.07,6061.63,203710.38,2565,20140,13,12,1,8827.04,7,5419.4,4,4,8337.1,24566.03,11924.23,4153.23,145.98,20.34,16243.78,1781.42,18025.2,11797.6,2006.4,150.58,1038.53,3195.5,243.92,2076.79,2320.71,17313.82,711.38,711.38,806.42,177.85,22.48,395,72.04,14.67,96.36,806.42,14.81,14.81
Balance Sheet of Indian Bank,253.45,15-Mar,2015,480.29,480.29,2275.52,12077.45,14352.96,14833.26,169225.27,2646.09,6131.35,192835.97,8301.07,4780.1,45898.61,125863.55,2968.73,5023.92,192835.97,2412,20294,13,11,2,5670.44,4,3146.95,3,3,5940.17,35088.47,12074.47,3622.9,155.57,0,15852.94,1363.36,17216.3,11391.65,1742.59,138.12,930.22,2810.93,463.45,1545.09,2008.54,16211.12,1005.17,1005.17,1098.05,251.5,0,465,201.72,41.29,95.04,1098.05,21.62,21.62
Balance Sheet of Indian Bank,253.45,14-Mar,2014,464.85,464.85,2335.46,11070.73,13406.19,13871.04,162274.82,4963.87,6216.97,187326.7,7757.68,2732.86,46910.42,122208.99,2932.18,4784.58,187326.7,2253,19429,13,11,3,4562.2,4,2763.65,2,2,6503.78,40209.88,11417.13,3728.13,103.94,0,15249.21,1371.68,16620.89,10888.79,1926.79,104.57,800.14,2831.5,316.73,1424.93,1741.66,15461.94,1158.95,1158.95,1249.19,290,2.36,530,207.96,39.8,92.88,1249.19,26.07,26.07
Balance Sheet of Oriental Bank of Commerce,99.25,18-Mar,2018,632.77,632.77,1404.62,9749.37,11153.99,11786.76,207346.06,9694.06,4517.17,233344.04,12254.84,1426.59,69902.27,136367.87,2549.63,10842.84,233344.04,2389,21977,11,8,3,26133.6,18,14282.88,10,10,12114.11,37845.04,14478.75,7137.36,2058.54,360.86,24035.52,2622.35,26657.87,17518.51,3983.37,260.31,2162.69,6406.37,223.28,10628.96,7837.89,31762.77,-5104.9,-5104.9,-10461.29,0,0,0,0,0,-10553.16,-10461.29,-19.5,-19.5
Balance Sheet of Oriental Bank of Commerce,125.1,17-Mar,2017,346.17,346.17,1448.43,12326.77,13775.19,14121.36,219339.39,14592.19,5011.79,253064.73,10813.09,6613.14,59229.26,157706,2358.46,16344.77,253064.73,2376,21552,12,9,3,22859.27,14,14117.83,9,9,10303.78,40285.38,16283.41,7371.85,638.82,367.32,24661.41,2875.64,27537.05,18087.4,4214.31,257.37,1889.34,6361.03,0,6617.53,5527.73,29976.15,-2439.1,-2439.1,-4972.65,0,0,0,0,0,-5356.39,-4972.65,-13.35,-13.35
Balance Sheet of Oriental Bank of Commerce,320.95,16-Mar,2016,321.4,321.4,1507.27,13112.48,14619.75,14941.14,208914.82,7897.42,5488.17,237541.54,9432.88,529.55,65657.84,148879.99,2271.9,10769.39,237541.54,2351,21469,12,9,3,14701.78,10,9932.15,7,7,10299.54,30363.24,18977.71,6473.85,95.3,341.03,25887.9,1938.79,27826.68,18822.27,4465.67,239.43,1656.36,6361.47,-1251,5011.61,3760.61,28944.35,-1117.67,-1418.19,-2440.96,0,0,0,0,0,-2533.56,-2440.96,-8.55,-8.55
Balance Sheet of Oriental Bank of Commerce,99.25,15-Mar,2015,299.85,299.85,621.9,12857.6,13479.5,13779.35,204009.7,6545.02,6179.52,230513.58,10188.38,587.42,68440.45,145261.3,1352.53,4683.49,230513.58,2251,20200,11,9,3,7666.22,5,4816.24,3,3,23230.64,37872.37,19517.28,6707.06,31.46,152.98,26408.78,1894.23,28303.01,19161.71,3824.94,229.24,1528,5582.18,284,2668.67,2952.67,27696.56,606.45,606.45,606.45,151.61,0,20.19,82.91,16.88,281.03,606.45,4.27,4.27
Balance Sheet of Oriental Bank of Commerce,99.25,14-Mar,2014,299.85,299.85,651.32,12479.51,13130.82,13430.67,193488.96,7863.61,5519.26,220302.5,9981.15,4287.77,61472.23,139079.84,1255.58,4225.94,220302.5,2126,19550,12,9,3,5617.86,4,3904.42,3,3,25877.38,53669.77,18619.99,5763.85,32.84,10.87,24427.55,1922.58,26350.13,17933.16,3537.01,208.55,1433.38,5178.94,268,4232.87,4500.87,27612.97,-1262.84,-1262.84,-1261.26,0,0,0,0,0,-1303.8,-1261.26,-11.1,-11.1
Balance Sheet of Union Bank of India,92,18-Mar,2018,1168.57,1168.57,0,23928.2,23928.2,25096.77,408501.64,45680.77,8126.82,487406,21016.47,28424.73,123780.12,288760.58,3833.33,21590.76,487406,4297,37587,12,9,2,33712,16,24326,8,8,18427.09,241572.92,22772.98,8779.97,1139.37,55.69,32748,4989.87,37737.87,23443.34,3255.23,362.71,3137.01,6754.96,0,12786.94,12786.94,42985.24,-5247.37,-5247.37,-5247.37,0,111.17,0,0,0,-5358.54,-5247.37,-69.45,-69.45
Balance Sheet of Union Bank of India,144.55,17-Mar,2017,687.44,687.44,0,22747.76,22747.76,23435.2,378391.58,41225.87,9110.79,452704.44,16520.45,16302.05,112148.96,286466.58,3894.42,17371.99,452704.44,4282,36877,12,9,3,33712.28,11,18833,7,7,16119.4,231600.86,22943.1,8695.1,880.54,141.25,32659.98,4964.6,37624.58,23756.64,3434.2,236.04,2767.6,6437.84,-207.99,7082.87,6874.88,37069.37,555.21,555.21,555.22,138.75,231.47,0,0,0,0,555.22,8.08,8.08
Balance Sheet of Union Bank of India,230.3,16-Mar,2016,687.44,687.44,2581.24,19622.53,22203.77,22891.21,342720.01,30957.35,8127.33,404695.9,15604.72,13671.5,89208.35,267354,3939.87,14917.46,404695.9,4200,35473,11,8,2,24170.89,9,14025.94,5,5,42490.45,366256.29,23658.06,7535.15,816.14,189.46,32198.8,3631.74,35830.54,23885.7,3699.29,244.11,2358.81,6302.22,413.78,3877.24,4291.02,34478.93,1351.6,1351.6,1352.02,405.5,44.85,548.17,134.05,27.45,0,1352.02,20.42,20.42
Balance Sheet of Union Bank of India,92,15-Mar,2015,635.78,635.78,1424.71,17700.4,19125.1,19760.88,316869.92,35359.98,9625.15,381615.93,15063.08,7314.94,94092.98,255654.57,2681.95,6808.41,381615.93,4081,35514,10,8,3,13030.87,5,6918.97,3,3,38741.69,324064.17,23977.25,7668.87,190.05,247.79,32083.96,3523,35606.96,23640.07,3785.52,220.81,2137.1,6143.43,1001.74,3040.09,4041.83,33825.32,1781.64,1781.64,1782.05,534.5,27,555.97,381.47,77.42,0.42,1782.05,28.05,28.05
Balance Sheet of Union Bank of India,92,14-Mar,2014,630.31,741.31,1459.34,16274.71,17734.05,18475.36,297675.64,29316.62,8313.29,353780.9,18419.68,4653.19,93723.18,229104.43,2608.47,5271.95,353780.9,3871,33806,11,8,3,2563.74,4,5340.25,2,2,32835.71,175164.16,21740.36,7270.45,178.53,160.05,29349.39,2821.54,32170.93,21470.07,3307.77,193.78,1981.21,5482.76,370.79,3151.11,3521.9,30474.73,1696.2,1696.2,1696.61,508.86,17.18,685.5,252.12,44.55,0.41,1696.61,27.99,27.99
Balance Sheet of Indian Overseas Bank,14.65,18-Mar,2018,4890.77,4890.77,0,8383.21,8383.21,13273.98,216831.81,9228.08,8634.24,247968.11,11579.45,14965.54,68645.94,132488.82,2893.43,17394.93,247968.11,3332,27936,9,7,2,38180.15,25,20399.66,15,15,15239.38,58366.45,11960.83,4797.04,483.69,673.65,17915.21,3746.44,21661.65,12447.64,2994.15,272.47,2318.31,5584.93,59.81,12260.79,9928.58,27961.15,-6299.5,-6299.5,-6299.5,0,74.21,0,0,0,-6373.71,-6299.5,-23.25,-23.25
Balance Sheet of Indian Overseas Bank,23.95,17-Mar,2017,2454.73,2454.73,2165.44,9124.38,11289.82,13744.55,211342.63,16097.67,5982.64,247167.49,11499.97,11723.07,71549.19,140458.62,3054.33,8882.31,247167.49,3373,29806,11,8,2,35098.26,22,19749,14,14,14109.56,68326.99,14053.02,5209.48,416.55,39.54,19718.6,3372.64,23091.23,14529.02,3044.67,214.86,1652.48,4912.01,268.55,6565.65,7066.94,26507.97,-3416.74,-3416.74,-6840.32,0,138.62,0,0,0,-6978.95,-6840.32,-15.78,-15.78
Balance Sheet of Indian Overseas Bank,60,16-Mar,2016,1807.27,1807.27,2411.61,11446.94,13858.55,15665.82,224514.24,27183.31,7073.4,274436.76,14033.49,8212.74,79189.55,160860.67,3270.46,8869.84,274436.76,3397,31846,10,8,2,30048.62,17,19212.57,12,12,34982.22,59999.85,16662.31,6483.51,371.47,0,23517.29,2528.26,26045.55,18134.6,3390.4,196.48,1438.62,5025.5,418.53,6613.56,5782.78,28942.88,-2897.33,-2897.33,-3387.17,0,36.42,0,0,0,-3423.59,-3387.17,-19.86,-19.86
